AlgName,Mean,Median
a_star,2.80739176019565,4
dijkstra,2.24064456476907,0.707106781186549
voronoi_plan,0.783586375457055,0.368
gbfs,3.10620349067813,4
theta_star,0.598196879183102,0.135028918155696
